"Timestamp","Open","High","Low","Close","EMA","RSI","SlowRSI","MACD"
"20030226 00:00",107.931,107.931,107.931,107.931,,,,
"20030331 00:00",107.925,107.941,107.862,107.884,,,,
"20030401 00:00",107.893,107.94,107.789,107.899,,,,
"20030402 00:00",107.773,107.773,107.648,107.719,,,,
"20030403 00:00",107.678,107.865,107.678,107.828,,,,
"20030404 00:00",107.833,107.88,107.755,107.842,,,,
"20030407 00:00",107.658,107.658,107.526,107.636,,,,
"20030408 00:00",107.666,107.791,107.666,107.791,,,,
"20030409 00:00",107.843,107.868,107.734,107.852,,,,
"20030410 00:00",107.867,107.867,107.717,107.717,107.8099,,,
"20030411 00:00",107.631,107.669,107.506,107.606,107.772827272727,,,
"20030414 00:00",107.54,107.54,107.431,107.493,107.721949586777,,,
"20030415 00:00",107.508,107.602,107.47,107.548,107.690322389181,,,
"20030416 00:00",107.491,107.6,107.469,107.594,107.672809227512,,,
"20030417 00:00",107.584,107.624,107.537,107.552,107.650843913419,,,
"20030421 00:00",107.501,107.548,107.407,107.541,107.630872292797,,,
"20030422 00:00",107.609,107.656,107.547,107.587,107.622895512289,,,
"20030423 00:00",107.577,107.639,107.561,107.602,107.619096328236,,,
"20030424 00:00",107.717,107.826,107.701,107.779,107.648169723102,,,
"20030425 00:00",107.772,107.919,107.762,107.903,107.69450250072,,,-0.0206974992799758
"20030428 00:00",107.884,107.915,107.806,107.837,107.720411136953,47.2800925925928,,-0.00638886304726327
"20030429 00:00",107.783,107.814,107.711,107.798,107.734518202961,46.1829108651674,,0.00093725058036398
"20030430 00:00",107.804,108.032,107.757,108.022,107.786787620605,52.8044788170739,,0.0257381874981348
"20030501 00:00",108.046,108.125,108.006,108.046,107.833917144131,53.4504244695665,,0.0457295617966196
"20030502 00:00",108.036,108.061,107.873,107.895,107.845023117925,49.0081479937612,,0.0466629243847194
"20030505 00:00",107.829,107.954,107.798,107.954,107.864837096484,50.6935729411218,,0.0516540642333183
"20030506 00:00",107.931,108.166,107.822,108.156,107.917775806215,55.9417840059229,,0.0719435389397063
"20030507 00:00",108.14,108.165,108.062,108.164,107.962543841448,56.1364216458827,,0.0864098853424622
"20030508 00:00",108.179,108.201,108.029,108.116,107.990444961185,54.6126468258286,,0.0914666199463454
"20030509 00:00",108.084,108.122,108.028,108.121,108.014182240969,54.747333739575,52.0857813896493,0.0940589798488389
"20030512 00:00",108.197,108.206,108.112,108.143,108.037603651702,55.3608631750828,52.6812508051826,0.0962540344978891
"20030513 00:00",108.164,108.164,108.054,108.101,108.049130260484,53.8925359361532,52.9014844653591,0.0925758449178034
"20030514 00:00",108.069,108.235,108.069,108.219,108.080015667668,57.2460874272161,53.6914122766058,0.0984664345374142
"20030515 00:00",108.171,108.187,108.052,108.099,108.083467364456,53.1109190972735,53.5858680621818,0.0907323440041097
"20030516 00:00",108.154,108.286,108.154,108.264,108.116291480009,57.5491775159078,54.306469781041,0.0977216996005978
"20030519 00:00",108.37,108.417,108.329,108.36,108.160602120008,59.8752178264498,55.3189694256608,0.109515175828292
"20030520 00:00",108.313,108.469,108.291,108.447,108.212674461825,61.8683719833995,56.5097698907042,0.123881512328836
"20030521 00:00",108.358,108.399,108.258,108.305,108.229460923311,57.0034608422249,56.5995318818898,0.120076826148207
"20030522 00:00",108.373,108.398,108.294,108.357,108.252649846345,58.2683802600673,56.9029588597402,0.119683282245688
"20030523 00:00",108.34,108.372,108.287,108.287,108.258895328828,55.93655415684,56.7272489137584,0.111258913690207
