"Timestamp","Open","High","Low","Close","EMA","RSI","SlowRSI","MACD"
"20030213 00:00",5.725,5.725,5.725,5.725,,,,
"20030314 00:00",5.72,5.76,5.713,5.725,,,,
"20030317 00:00",5.711,5.723,5.646,5.668,,,,
"20030318 00:00",5.661,5.766,5.656,5.731,,,,
"20030319 00:00",5.696,5.721,5.676,5.686,,,,
"20030320 00:00",5.677,5.746,5.677,5.734,,,,
"20030321 00:00",5.737,5.782,5.722,5.749,,,,
"20030324 00:00",5.727,5.727,5.683,5.685,,,,
"20030325 00:00",5.708,5.725,5.685,5.725,,,,
"20030326 00:00",5.723,5.735,5.631,5.676,5.7104,,,
"20030327 00:00",5.708,5.803,5.696,5.788,5.72450909090909,,,
"20030328 00:00",5.778,5.793,5.746,5.793,5.73696198347107,,,
"20030331 00:00",5.759,5.787,5.689,5.734,5.73642344102179,,,
"20030401 00:00",5.759,5.774,5.72,5.729,5.73507372447237,,,
"20030402 00:00",5.745,5.869,5.745,5.855,5.75687850184103,,,
"20030403 00:00",5.86,5.907,5.815,5.837,5.77144604696084,,,
"20030404 00:00",5.83,5.91,5.82,5.905,5.79572858387705,,,
"20030407 00:00",5.941,6.01,5.941,5.981,5.82941429589941,,,
"20030408 00:00",5.961,6.016,5.956,5.996,5.85970260573588,,,
"20030409 00:00",5.989,6.066,5.976,6.031,5.89084758651117,,,0.103197586511172
"20030410 00:00",6.041,6.071,5.986,6.004,5.91142075260005,65.0485436893204,,0.103165990695287
"20030411 00:00",5.987,6.007,5.957,5.992,5.92607152485459,64.1740883885062,,0.100317216464562
"20030414 00:00",5.997,6.082,5.947,6.062,5.95078579306284,66.905859637752,,0.102531894995678
"20030415 00:00",6.053,6.102,6.038,6.097,5.97737019432414,68.1827570958696,,0.105426191310995
"20030416 00:00",6.105,6.123,6.075,6.1,5.99966652262884,68.2931364393854,,0.106002900855043
"20030417 00:00",6.105,6.25,6.09,6.235,6.04245442760542,72.7681231163917,,0.116282579333883
"20030421 00:00",6.204,6.204,6.144,6.179,6.06728089531352,68.5439817382489,,0.117030175448801
"20030422 00:00",6.189,6.234,6.109,6.129,6.07850255071106,64.9978517844478,,0.111228089881077
"20030423 00:00",6.109,6.114,6.046,6.064,6.07586572330905,60.7005330215485,,0.099379306367636
"20030424 00:00",6.059,6.129,6.023,6.064,6.07370831907104,60.7005330215485,66.0315407933019,0.0888872751716656
"20030425 00:00",6.038,6.043,5.988,6.028,6.06539771560358,58.3337397828328,64.6319406095803,0.07646439017081
"20030428 00:00",6.048,6.11,6.038,6.098,6.07132540367566,61.4132257108518,64.0467197189023,0.0720047759031504
"20030429 00:00",6.093,6.266,6.073,6.253,6.1043571484619,67.0836485554489,64.5988885982744,0.080876580477252
"20030430 00:00",6.235,6.351,6.223,6.283,6.13683766692337,68.0404965377164,65.2246354963548,0.08864096255631
"20030501 00:00",6.293,6.383,6.283,6.328,6.17159445475549,69.4430175402446,65.9916140497893,0.0967498174710011
"20030502 00:00",6.308,6.343,6.268,6.323,6.19912273570904,69.088409620347,66.5546677898907,0.100644254356404
"20030505 00:00",6.337,6.367,6.257,6.292,6.21600951103466,66.8602021974194,66.6102195003504,0.099100408858475
"20030506 00:00",6.227,6.312,6.212,6.312,6.23346232721018,67.5704918365303,66.784814470565,0.0979731395269603
"20030507 00:00",6.302,6.347,6.264,6.287,6.2431964495356,65.7171698200862,66.590697261387,0.0932776606793553
"20030508 00:00",6.227,6.292,6.171,6.267,6.24752436780186,64.2335517201025,66.1621253447898,0.086454987408108
"20030509 00:00",6.256,6.412,6.246,6.392,6.27379266456515,68.858799783952,66.6524297882738,0.0907298918279533
"20030512 00:00",6.341,6.506,6.341,6.436,6.30328490737149,70.2827252345833,67.3124835057847,0.0961328748949759
"20030513 00:00",6.431,6.476,6.401,6.471,6.33377856057667,71.3785358783959,68.0517657553503,0.101498150240779
"20030514 00:00",6.461,6.518,6.401,6.501,6.36418245865364,72.3001180366111,68.8241934428523,0.106309706444976
"20030515 00:00",6.511,6.536,6.461,6.486,6.3863311025348,71.095278062097,69.2371179190786,0.106731945774577
"20030516 00:00",6.481,6.516,6.42,6.43,6.39427090207392,66.7255379492473,68.7804670154729,0.100347855481344
"20030519 00:00",6.372,6.43,6.36,6.377,6.39113073806048,62.8755373406334,67.7068434382293,0.0892956006671959
"20030520 00:00",6.375,6.59,6.37,6.435,6.39910696750403,65.1892559471829,67.2491002580391,0.0845894622434376
"20030521 00:00",6.425,6.475,6.384,6.41,6.40108751886693,63.3965687154513,66.5486399775686,0.0774764426787771
"20030522 00:00",6.389,6.389,6.269,6.279,6.37888978816386,55.0469032610453,64.4574151200189,0.05952738589838
"20030523 00:00",6.276,6.319,6.234,6.289,6.36254619031588,55.5176594646677,62.8320050008641,0.0460754454090226
"20030527 00:00",6.238,6.343,6.198,6.308,6.35262870116754,56.4301996583075,61.6680403931265,0.036964693870857
"20030528 00:00",6.303,6.333,6.233,6.238,6.33178711913708,52.2715655323775,59.9595904184449,0.0235196839638885
"20030529 00:00",6.218,6.328,6.193,6.303,6.32655309747579,55.4785726021381,59.1448599063891,0.0187873227952862
"20030530 00:00",6.328,6.373,6.238,6.248,6.31227071611656,52.345790301093,57.9086654326989,0.0101969199770524
"20030602 00:00",6.222,6.252,6.127,6.127,6.27858513136809,46.2922146808552,55.7965834778182,-0.00681496990098385
"20030603 00:00",6.137,6.172,6.107,6.107,6.24738783475571,45.3791375435407,53.9025023988587,-0.0210217806782138
